,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
6781,within a few hours,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,5.0,5.0,1.0,2,38,190,3,28
6782,within a day,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.78,5.0,5.0,4.56,1.0,9,170,230,2,7
6783,within a day,93%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.0,4.6,4.8,4.4,1.0,5,2,113,3,365
6784,within an hour,100%,t,Room in hotel,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone']",5.0,4.94,4.89,4.61,1.0,18,10,129,3,365
6785,within an hour,100%,t,Room in hotel,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone']",4.96,4.96,4.96,4.74,1.0,23,12,129,3,1125
6786,within an hour,100%,t,Room in hotel,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone']",4.91,4.96,5.0,4.57,1.0,23,11,124,3,1125
6787,within a few hours,81%,t,Private room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",5.0,5.0,4.87,4.93,2.0,15,204,146,2,30
6788,within an hour,100%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.9,4.84,4.61,4.58,1.0,31,16,70,2,10
6789,within an hour,80%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.0,1.0,3,177,449,2,14
6790,within a day,14%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,8,130,2,30
6791,within a day,50%,t,Private room in home,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.0,5.0,3.0,4.0,3.0,1,244,150,4,365
6792,within a day,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.5,4.5,1.0,2,159,260,5,30
6793,within a day,82%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.2,4.8,5.0,4.8,1.0,5,1,196,3,365
6794,DESCONOCIDO,80%,t,Entire rental unit,Netherlands,f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.5,2.0,4,4,450,3,1125
6795,within a day,25%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,1,2,210,2,1125
6796,within an hour,75%,t,Entire loft,DESCONOCIDO,f,f,t,2 baths,['phone'],5.0,5.0,5.0,5.0,1.0,1,65,270,2,1125
6797,within a few hours,32%,t,Entire home,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.75,4.75,4.5,4.5,4.0,4,163,185,3,365
6798,within a day,69%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.5,1.0,4,165,245,2,14
6799,within a day,69%,t,Houseboat,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,2,40,417,3,365
6800,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,22,215,3,30
6801,within an hour,97%,t,Room in aparthotel,"Amsterdam, Netherlands",t,t,t,1 bath,"['email', 'phone']",5.0,5.0,3.0,5.0,6.0,1,275,624,1,365
6802,within an hour,100%,t,Entire condo,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,0,209,3,5
6803,within an hour,97%,t,Room in aparthotel,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.67,5.0,3,272,440,1,365
6804,DESCONOCIDO,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,4.0,4.0,1.0,2,155,85,1,365
6805,within an hour,100%,t,Room in hotel,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone']",4.95,5.0,5.0,4.68,1.0,19,10,134,3,1125
6806,within an hour,97%,t,Room in aparthotel,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.67,4.83,4.67,4.0,6.0,6,275,547,1,365
6807,within an hour,100%,t,Private room in condo,DESCONOCIDO,DESCONOCIDO,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,9,239,423,3,30
6808,within a day,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,3.0,0,32,450,5,28
6809,within an hour,97%,t,Entire serviced apartment,"Amsterdam, Netherlands",t,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,1,217,418,1,365
6810,within an hour,97%,t,Room in aparthotel,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.83,5.0,4.67,4.5,7.0,6,265,649,1,365
6811,within a few hours,64%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.25,5.0,5.0,4.75,3.0,4,23,250,4,1125
6812,within an hour,80%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.75,1.0,4,12,120,2,365
6813,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,157,396,2,365
6814,within a few hours,97%,t,Entire home,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.8,5.0,5.0,4.4,1.0,5,86,500,3,15
6815,DESCONOCIDO,0%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],4.8,4.9,4.8,4.6,1.0,0,0,111,20,30
6816,within a few hours,50%,t,Entire rental unit,"The Hague, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,0,153,7,21
6817,within a day,33%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,4.5,4.5,2.0,2,3,450,2,14
6818,within an hour,97%,t,Room in aparthotel,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,7.0,3,287,600,1,365
6819,within a few hours,55%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,8.0,2,29,180,3,8
6820,within an hour,96%,t,Entire loft,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,2.0,2,0,750,3,21
6821,within an hour,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,[],3.0,3.0,5.0,3.0,1.0,1,5,175,1,30
6822,within a few hours,17%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.5,4.5,4.5,4.5,2.0,2,12,350,1,12
6823,within a few hours,81%,t,Houseboat,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.2,4.7,4.6,3.8,2.0,10,5,254,3,180
6824,within a few hours,86%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,['phone'],4.5,5.0,5.0,4.5,1.0,4,157,187,3,21
6825,DESCONOCIDO,60%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,5.0,4.5,1.0,2,147,145,3,1125
6826,within a day,33%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.33,4.0,4.67,4.33,2.0,3,83,152,1,365
6827,a few days or more,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,3.0,0,54,400,7,1125
6828,DESCONOCIDO,DESCONOCIDO,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,2.0,0,41,350,10,30
6829,within an hour,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,4.5,1.0,2,7,110,2,30
6830,within a few hours,58%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,3.75,4.75,2.0,4,0,250,3,365
6831,within an hour,92%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.67,5.0,5.0,4.33,3.0,3,347,500,1,365
6832,within a few hours,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,0,192,5,20
6833,DESCONOCIDO,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,4.5,3.0,2,0,300,2,365
6834,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,2.0,0,19,350,2,20
6835,within a few hours,100%,t,Entire rental unit,DESCONOCIDO,f,f,f,1.5 baths,"['email', 'phone']",4.0,5.0,5.0,5.0,1.0,2,4,170,7,1125
6836,within a few hours,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.25,5.0,4.25,4.5,2.0,4,62,200,2,1125
6837,within a day,50%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.0,1.0,1,108,250,6,365
6838,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,155,210,1,365
6839,within an hour,100%,t,Entire rental unit,Netherlands,f,f,t,1.5 baths,"['email', 'phone']",4.67,4.67,5.0,4.33,1.0,3,0,204,30,31
6840,within an hour,50%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.75,5.0,4.25,4.5,2.0,4,11,250,2,20
6841,DESCONOCIDO,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,0,390,3,365
6842,within a few hours,42%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.67,1.0,3,101,306,4,1125
6843,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,4.0,4.0,2.0,2,134,215,3,14
6844,within a day,0%,t,Entire home,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,2.0,0,24,379,7,30
6845,within an hour,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,2.0,0,300,279,2,14
6846,within an hour,99%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.17,4.83,4.67,4.83,1.0,6,55,56,2,18
6847,within an hour,82%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.86,4.86,4.71,4.0,1.0,7,95,432,5,31
6848,within an hour,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,[],4.5,4.75,5.0,4.25,1.0,4,11,275,3,26
6849,within a few hours,57%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.5,4.0,2.0,2,144,600,1,5
6850,within a day,33%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,315,232,4,10
6851,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,f,t,1.5 baths,['phone'],5.0,5.0,5.0,5.0,2.0,4,148,379,3,365
6852,within a few hours,40%,t,Entire rental unit,"England, United Kingdom",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,0,162,4,1125
6853,within an hour,98%,t,Entire home,"Amsterdam, Netherlands",DESCONOCIDO,t,t,2 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,4.0,0,15,181,2,365
6854,within a day,43%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.5,5.0,5.0,4.5,2.0,2,63,350,2,14
6855,within an hour,100%,t,Entire home,DESCONOCIDO,f,f,t,2.5 baths,[],5.0,5.0,5.0,5.0,2.0,1,23,485,2,30
6856,within an hour,100%,t,Entire condo,"Amsterdam, Netherlands",f,t,t,1 bath,['phone'],4.75,5.0,4.75,4.63,3.0,8,269,377,7,180
6857,within a day,80%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,['phone'],4.0,4.56,4.67,4.22,1.0,9,20,136,2,365
6858,within an hour,78%,t,Entire rental unit,"Castricum, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,4.83,4.67,5.0,1.0,6,155,120,2,365
6859,within a few hours,75%,t,Entire rental unit,Netherlands,f,f,t,1 bath,"['email', 'phone']",4.5,4.0,3.5,4.0,1.0,2,156,170,2,365
6860,within an hour,97%,t,Room in aparthotel,"Amsterdam, Netherlands",t,t,t,1 bath,"['email', 'phone']",4.9,5.0,5.0,4.9,6.0,10,280,428,1,365
6861,within a few hours,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,1,15,460,3,10
6862,DESCONOCIDO,50%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.0,5.0,2.0,1,156,149,5,365
6863,within a day,80%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,['phone'],3.45,4.45,4.64,3.82,1.0,11,33,142,2,365
6864,DESCONOCIDO,DESCONOCIDO,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,132,180,2,30
6865,within an hour,DESCONOCIDO,t,Entire home,"Amsterdam, Netherlands",f,f,t,5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,4.0,0,189,888,10,30
6866,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",3.33,5.0,4.67,3.33,1.0,3,100,50,1,365
6867,within a day,75%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,['phone'],5.0,5.0,5.0,5.0,1.0,1,127,174,1,30
6868,within a day,13%,t,Entire rental unit,"Heemstede, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,209,250,1,365
6869,within a day,14%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,4.0,0,228,200,3,14
6870,DESCONOCIDO,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,40,180,2,30
6871,within an hour,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,['email'],5.0,5.0,5.0,5.0,2.0,3,24,750,1,1125
6872,a few days or more,0%,t,Entire rental unit,"Rio de Janeiro, Brazil",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,86,230,3,10
6873,within a few hours,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,2,12,450,3,365
6874,within a few hours,55%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.75,2.0,4,162,150,5,365
6875,within a few hours,20%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,1,165,250,5,30
6876,within a few hours,0%,t,Entire rental unit,DESCONOCIDO,f,f,t,1.5 baths,['phone'],4.8,4.9,4.8,4.6,1.0,0,17,420,1,365
6877,a few days or more,19%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.8,4.9,4.8,4.6,1.0,0,317,200,6,8
6878,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,['phone'],4.96,4.96,4.98,4.8,1.0,45,226,132,1,1125
6879,within a day,57%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,5,208,325,2,365
6880,within a few hours,54%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,['phone'],4.2,5.0,4.8,4.2,2.0,5,47,389,3,30
6881,within a few hours,75%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.5,1.0,4,159,299,2,365
6882,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,4.0,0,0,295,3,14
6883,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,4,17,689,7,365
6884,within an hour,78%,t,Private room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,7,333,217,3,365
6885,DESCONOCIDO,33%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,0,189,2,365
6886,within an hour,57%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,4.5,1.0,4,31,255,4,365
6887,within an hour,100%,t,Boat,DESCONOCIDO,t,f,t,1.5 baths,"['email', 'phone']",4.6,4.93,4.93,4.6,2.0,15,66,204,3,365
6888,within an hour,75%,t,Entire condo,DESCONOCIDO,f,f,t,3 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,2,87,395,3,25
6889,within a few hours,47%,t,Private room in condo,Germany,DESCONOCIDO,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.8,4.9,4.8,4.6,1.0,0,141,90,6,365
6890,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.0,5.0,1.0,1,156,99,2,3
6891,within an hour,60%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],5.0,5.0,5.0,5.0,1.0,5,106,350,3,365
6892,within an hour,100%,t,Entire home,DESCONOCIDO,f,f,t,3 baths,['email'],5.0,5.0,4.33,3.67,2.0,3,15,299,4,20
6893,within a few hours,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],4.67,5.0,4.67,5.0,3.0,3,54,300,1,3
6894,within a few hours,62%,t,Private room in rental unit,Spain,DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,258,53,30,365
6895,within a few hours,33%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.0,2.0,1,0,150,14,365
6896,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.67,5.0,4.67,5.0,2.0,3,36,350,3,30
6897,within a day,20%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,2,33,520,2,365
6898,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.71,5.0,5.0,4.71,1.0,7,156,230,1,1125
6899,within an hour,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.5,4.5,1.0,2,0,200,1,14
6900,within a few hours,80%,t,Entire condo,DESCONOCIDO,f,f,t,1.5 baths,['phone'],4.67,4.83,4.67,4.5,4.0,6,18,330,2,30
6901,within a day,25%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,23,175,5,30
6902,within a few hours,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.71,5.0,4.71,4.71,2.0,7,118,500,1,30
6903,within an hour,67%,t,Private room in home,"Belgrade, Serbia",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.67,5.0,4.33,4.67,1.0,3,14,155,2,365
6904,DESCONOCIDO,0%,t,Entire rental unit,Netherlands,f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,2.0,0,0,330,3,365
6905,within a day,88%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.0,4.0,3.75,4.0,1.0,4,51,157,3,14
6906,within an hour,67%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,[],5.0,5.0,5.0,5.0,1.0,2,38,300,3,20
6907,within an hour,92%,t,Houseboat,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],5.0,5.0,5.0,5.0,2.0,5,10,500,2,30
6908,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.33,4.67,4.67,4.0,1.0,3,0,185,2,28
6909,within a day,41%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.25,4.75,4.25,4.5,1.0,4,3,198,3,30
6910,within a few hours,50%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,1,75,250,3,30
6911,within a day,60%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,['phone'],4.33,5.0,5.0,4.67,3.0,3,90,215,2,12
6912,DESCONOCIDO,50%,t,Entire rental unit,"Lisbon, Portugal",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,2,156,220,5,365
6913,within a few hours,62%,t,Private room in rental unit,Netherlands,DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",5.0,5.0,5.0,4.8,1.0,10,333,130,2,365
6914,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,['phone'],1.0,2.0,3.0,3.0,1.0,1,0,70,4,365
6915,within a few hours,43%,t,Entire rental unit,Netherlands,f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.83,4.83,1.0,6,40,212,3,30
6916,within a day,60%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],3.67,5.0,4.67,4.67,2.0,3,0,220,4,29
6917,within an hour,20%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,7.0,0,125,645,5,28
6918,within a few hours,87%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.75,4.75,4.75,4.5,2.0,4,360,414,1,365
6919,within an hour,40%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,0,140,3,365
6920,within a day,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.6,4.8,5.0,4.8,1.0,5,21,102,3,365
6921,within a day,27%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.0,5.0,2.0,2,30,204,5,14
6922,within a few hours,100%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,249,150,60,365
6923,within a day,0%,t,Entire rental unit,DESCONOCIDO,f,f,f,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,0,175,3,22
6924,within a day,75%,t,Entire condo,Netherlands,f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,1,158,750,4,28
6925,within a few hours,14%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,4.5,4.5,1.0,2,143,205,1,30
6926,within an hour,47%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.75,1.0,4,335,343,1,1
6927,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,27,195,3,27
6928,within an hour,96%,t,Shared room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,24,118,3,365
6929,within a day,17%,t,Entire rental unit,"Seville, Spain",f,f,t,1 bath,"['email', 'phone']",4.0,4.0,5.0,5.0,1.0,1,1,110,7,30
6930,within a few hours,73%,t,Entire rental unit,"Berlin, Germany",f,f,t,1 bath,"['email', 'phone']",4.2,4.8,4.6,4.5,1.0,10,1,131,4,15
6931,within an hour,44%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.5,5.0,1.0,2,27,190,2,30
6932,within an hour,36%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",3.0,3.0,3.0,2.0,1.0,1,0,479,1,365
6933,a few days or more,50%,t,Entire guesthouse,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,142,198,2,365
6934,a few days or more,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,177,350,3,14
6935,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,1.0,1,0,150,2,365
6936,within a few hours,84%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone', 'work_email']",4.5,5.0,5.0,4.5,1.0,2,62,110,2,28
6937,within an hour,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,5.0,5.0,4.6,1.0,5,127,236,3,365
6938,within an hour,60%,t,Entire rental unit,DESCONOCIDO,f,f,t,2 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,6.0,0,14,575,3,1125
6939,within a day,50%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,362,420,2,30
6940,within a day,80%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,61,217,2,6
