,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
1224,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.86,4.91,4.84,4.47,2.0,46,0,247,2,1125
1225,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,4.71,4.82,1.0,17,0,111,2,1125
1226,DESCONOCIDO,0%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.83,5.0,4.83,5.0,1.0,6,0,150,7,1125
1227,within a few hours,89%,t,Room in boutique hotel,"Amsterdam, Netherlands",t,f,t,1 private bath,"['email', 'phone']",4.82,4.88,4.93,4.83,1.0,196,2,98,2,14
1228,within a few hours,15%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone']",4.18,4.91,4.45,4.36,6.0,11,26,204,6,1125
1229,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.76,4.76,4.62,4.64,2.0,39,0,150,2,1125
1230,DESCONOCIDO,0%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.93,4.73,4.97,4.6,1.0,30,5,295,3,1125
1231,a few days or more,53%,t,Room in hotel,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.69,4.62,4.04,4.15,1.0,26,59,120,2,31
1232,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Chicago, IL",f,f,t,1 bath,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,0,140,2,1125
1233,DESCONOCIDO,DESCONOCIDO,t,Private room in villa,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,46,150,1,365
1234,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.91,5.0,4.64,4.73,1.0,11,33,185,6,30
1235,within an hour,100%,t,Private room in townhouse,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone', 'work_email']",4.94,4.91,4.98,4.76,1.0,545,93,166,2,1125
1236,within an hour,100%,f,Entire condo,"Brasov, Romania",f,f,t,1 bath,"['email', 'phone']",4.88,4.94,4.56,4.62,1.0,34,187,195,2,5
1237,a few days or more,53%,t,Room in hotel,"Amsterdam, Netherlands",f,f,t,1 private bath,"['email', 'phone']",4.53,4.47,4.05,4.32,1.0,19,80,120,2,31
1238,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,4.93,4.9,4.43,1.0,32,0,324,2,30
1239,a few days or more,8%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",3.88,4.87,4.66,4.45,1.0,50,291,155,4,8
1240,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.83,5.0,4.67,4.67,2.0,6,0,232,3,1125
1241,within an hour,100%,t,Private room in houseboat,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,['phone'],4.86,4.92,4.98,4.63,2.0,96,209,180,1,1125
1242,DESCONOCIDO,DESCONOCIDO,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.92,4.92,5.0,4.58,1.0,13,31,220,4,1125
1243,within a few hours,63%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.74,4.93,4.82,4.53,2.0,88,18,237,2,4
1244,DESCONOCIDO,18%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.93,4.96,5.0,4.81,4.0,27,20,578,3,1125
1245,within an hour,46%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.56,4.89,4.89,4.11,1.0,10,18,150,2,10
1246,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.86,4.71,5.0,7,21,250,10,1125
1247,within an hour,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,t,t,1 bath,"['email', 'phone']",4.63,4.93,4.83,4.62,1.0,55,0,155,2,30
1248,within an hour,28%,t,Entire rental unit,"Leusden, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.76,4.83,4.87,4.65,1.0,95,249,188,3,1125
1249,within a few hours,85%,t,Entire loft,"Amsterdam, Netherlands",t,f,t,3 baths,['phone'],4.92,5.0,4.75,4.83,2.0,12,364,800,2,1125
1250,within a day,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.78,4.88,4.85,4.7,1.0,41,0,195,7,1125
1251,within an hour,95%,t,Entire loft,"Brussels, Belgium",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.89,4.95,4.89,4.68,1.0,44,118,243,1,1125
1252,within an hour,100%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.9,4.89,4.63,4.89,1.0,20,4,181,3,1124
1253,within a few hours,57%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.75,4.95,4.71,4.81,2.0,21,58,229,4,30
1254,within a few hours,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,3 baths,"['email', 'phone']",4.95,4.95,4.55,4.6,4.0,20,325,695,3,1125
1255,DESCONOCIDO,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.4,4.93,4.93,4.2,1.0,16,0,231,1,1
1256,within an hour,84%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.95,4.97,4.98,4.74,1.0,436,320,185,1,175
1257,within an hour,100%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.5,4.98,4.93,4.63,4.0,104,69,360,2,1125
1258,within an hour,84%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.92,4.96,4.94,4.68,1.0,422,342,190,1,175
1259,within an hour,100%,t,Private room in bed and breakfast,"Amstelveen, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.86,4.9,4.92,4.69,1.0,50,332,200,3,1125
1260,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.79,4.96,4.74,4.7,2.0,24,0,205,3,5
1261,DESCONOCIDO,DESCONOCIDO,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.62,4.92,4.69,4.54,3.0,13,0,250,4,1125
1262,within an hour,86%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone']",4.85,4.86,4.61,4.47,1.0,69,283,235,2,1125
1263,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.93,4.97,4.88,4.69,1.0,599,0,128,3,30
1264,DESCONOCIDO,0%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.88,5.0,4.78,4.78,1.0,32,0,135,3,1125
1265,within an hour,100%,t,Private room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,4.9,4.79,2.0,101,218,195,2,120
1266,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.58,4.73,4.59,4.5,1.0,34,0,90,2,1125
1267,within an hour,82%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.99,5.0,4.92,4.85,1.0,73,0,200,2,28
1268,DESCONOCIDO,93%,t,Entire condo,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.43,4.95,4.76,4.65,1.0,63,0,69,2,1125
1269,within an hour,100%,t,Private room in bed and breakfast,DESCONOCIDO,DESCONOCIDO,t,t,1 private bath,"['email', 'phone']",4.92,4.97,4.44,4.56,2.0,59,229,425,2,1125
1270,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.63,4.86,4.57,4.29,1.0,8,0,75,3,1125
1271,within a few hours,22%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.73,4.91,4.91,4.64,2.0,13,176,375,1,1125
1272,a few days or more,53%,t,Room in hotel,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.67,4.67,3.33,4.0,1.0,3,286,120,3,1125
1273,within a day,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.96,4.96,4.96,4.65,2.0,23,0,280,3,30
1274,a few days or more,0%,f,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.84,4.83,4.48,4.71,1.0,64,192,83,4,1125
1275,within a day,25%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,1.0,0,164,225,4,365
1276,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",t,t,t,1 bath,"['email', 'phone']",4.92,4.94,4.89,4.69,1.0,539,0,133,3,30
1277,DESCONOCIDO,DESCONOCIDO,t,Entire condo,Netherlands,f,f,t,1.5 baths,"['email', 'phone']",4.8,4.9,4.8,4.6,3.0,0,22,240,5,24
1278,within an hour,100%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,4.83,4.96,1.0,24,0,225,3,23
1279,DESCONOCIDO,100%,t,Entire townhouse,"Amsterdam, Netherlands",f,t,t,2 baths,"['email', 'phone']",4.77,5.0,5.0,4.85,6.0,13,0,320,5,1125
1280,within an hour,71%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone', 'work_email']",4.8,4.87,4.83,4.63,6.0,31,44,539,3,14
1281,within an hour,100%,t,Private room in serviced apartment,"Amsterdam, Netherlands",t,f,t,1 private bath,"['email', 'phone']",4.76,4.93,4.56,4.69,2.0,352,216,137,1,1125
1282,within a few hours,43%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.67,5.0,4.83,4.5,1.0,6,8,220,2,365
1283,within an hour,81%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone']",4.49,4.97,4.76,4.66,3.0,89,41,299,1,1125
1284,within a few hours,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.2,4.33,4.86,4.08,4.0,123,327,179,2,1125
1285,within a day,70%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.83,5.0,4.45,4.38,2.0,30,0,149,4,30
1286,within a few hours,79%,t,Private room in home,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.79,4.88,4.27,4.65,1.0,97,16,100,3,10
1287,DESCONOCIDO,100%,t,Private room in guest suite,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1.5 baths,"['email', 'phone']",4.9,4.99,4.97,4.78,1.0,153,0,110,1,1125
1288,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.79,4.97,4.48,4.48,1.0,29,25,225,5,15
1289,within a few hours,55%,t,Entire rental unit,"Paris, France",f,f,t,1 bath,"['email', 'phone']",4.89,5.0,5.0,4.67,1.0,9,157,300,2,365
1290,within an hour,100%,t,Private room in boat,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone']",4.98,4.97,4.9,4.84,1.0,412,18,112,2,1125
1291,within an hour,95%,t,Private room in loft,"Amsterdam, Netherlands",f,f,t,1 private bath,"['email', 'phone', 'work_email']",4.79,4.63,4.91,4.26,2.0,108,84,119,1,1125
1292,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.67,5.0,5.0,5.0,1.0,3,0,149,3,14
1293,within an hour,68%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.69,4.69,4.58,4.35,1.0,48,11,190,4,30
1294,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.78,4.97,4.92,4.89,1.0,36,0,110,3,1125
1295,within a day,50%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.89,5.0,4.89,4.78,2.0,28,0,130,3,1125
1296,within an hour,99%,t,Private room in houseboat,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 baths,"['email', 'phone']",4.91,4.92,4.73,4.67,2.0,181,41,85,2,30
1297,within a day,32%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.72,4.83,4.94,4.78,1.0,19,132,384,3,1125
1298,within a few hours,80%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.86,4.96,4.73,4.69,3.0,49,0,378,4,1125
1299,within a few hours,84%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.9,4.99,4.79,4.73,4.0,89,212,98,4,1125
1300,a few days or more,0%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,6,83,180,6,60
1301,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.67,4.81,4.76,4.62,1.0,21,0,100,2,9
1302,within an hour,99%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",4.72,4.73,4.56,4.68,1.0,335,45,87,3,1125
1303,within an hour,67%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,['phone'],4.92,4.88,4.92,4.8,1.0,26,0,225,3,30
1304,within an hour,98%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1.5 baths,"['email', 'phone']",4.95,4.86,4.66,4.59,1.0,75,3,125,2,21
1305,within a day,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.71,4.94,4.76,4.65,3.0,18,21,300,3,18
1306,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.96,5.0,4.88,4.75,2.0,48,0,210,3,28
1307,within a day,75%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.86,4.9,4.56,4.68,1.0,59,168,134,3,30
1308,DESCONOCIDO,67%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,6,0,145,4,16
1309,DESCONOCIDO,DESCONOCIDO,t,Entire villa,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.9,4.4,4.8,4.3,6.0,10,0,195,4,21
1310,within an hour,100%,t,Private room in boat,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone']",4.81,4.92,4.93,4.74,1.0,313,228,110,3,1125
1311,within a day,71%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.97,5.0,4.77,4.73,1.0,31,0,79,4,1125
1312,within an hour,80%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.74,4.93,4.72,4.85,4.0,62,0,150,6,1125
1313,DESCONOCIDO,100%,f,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.72,4.9,4.72,4.51,1.0,40,0,200,3,14
1314,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.96,5.0,4.95,4.73,1.0,46,0,249,3,3
1315,within a few hours,85%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.9,5.0,4.6,4.7,2.0,10,47,464,3,17
1316,within an hour,56%,t,Houseboat,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.97,4.94,4.6,4.66,1.0,35,0,258,6,6
1317,within a day,21%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.91,4.94,4.85,4.71,1.0,34,22,199,10,1125
1318,within an hour,63%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.79,4.94,4.64,4.73,1.0,34,7,115,3,150
1319,within an hour,99%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone', 'work_email']",5.0,4.99,4.81,4.94,1.0,689,11,85,4,1125
1320,within an hour,100%,t,Private room in guest suite,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.53,4.63,4.79,4.32,1.0,318,146,173,3,1001
1321,within a few hours,80%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.98,4.91,4.83,4.72,2.0,46,6,300,5,30
1322,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.77,4.96,4.92,4.62,1.0,28,0,130,3,1124
1323,within an hour,100%,t,Private room in townhouse,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1.5 shared baths,"['email', 'phone']",4.34,4.82,4.48,4.43,2.0,145,158,89,2,1125
1324,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.33,4.93,4.87,4.47,3.0,15,2,300,3,21
1325,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.95,4.95,4.75,4.7,1.0,20,0,120,3,9
1326,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",4.65,4.76,4.59,4.65,1.0,19,0,135,5,1125
1327,within an hour,100%,t,Entire villa,"Amsterdam, Netherlands",f,t,t,3 baths,"['email', 'phone']",4.82,5.0,4.82,4.76,4.0,17,2,519,5,1125
1328,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.98,5.0,4.8,4.89,1.0,47,0,150,3,1125
1329,within a few hours,86%,t,Entire condo,"The Hague, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.87,5.0,4.86,4.82,1.0,23,67,206,8,8
1330,within a day,100%,t,Private room in bed and breakfast,DESCONOCIDO,DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.62,4.9,4.86,4.62,1.0,30,181,108,2,30
1331,within an hour,75%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 shared bath,"['email', 'phone']",4.82,4.83,4.43,4.34,1.0,197,3,150,2,15
1332,within a few hours,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.82,4.82,4.94,4.88,1.0,17,0,149,28,30
1333,within an hour,100%,t,Private room in guest suite,"Amsterdam, Netherlands",t,t,t,1 private bath,"['email', 'phone']",4.75,4.95,4.96,4.81,2.0,572,114,159,1,1125
1334,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,t,t,1.5 baths,"['email', 'phone']",4.48,4.97,4.76,4.31,1.0,29,0,200,4,30
1335,within a day,100%,t,Room in bed and breakfast,"Amsterdam, Netherlands",t,f,t,1 private bath,"['email', 'phone', 'work_email']",4.84,4.91,4.76,4.62,1.0,46,23,165,1,7
1336,DESCONOCIDO,DESCONOCIDO,f,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,4.93,5.0,4.6,1.0,16,0,149,3,7
1337,within a day,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.96,4.92,4.58,4.7,1.0,50,4,123,4,30
1338,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone']",4.78,4.76,4.92,4.45,1.0,338,13,161,3,1125
1339,DESCONOCIDO,DESCONOCIDO,t,Private room in guest suite,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.89,4.89,4.67,4.61,1.0,18,0,80,2,1125
1340,within an hour,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 private bath,"['email', 'phone']",4.67,4.75,4.83,4.53,1.0,304,24,156,3,1125
1341,within a few hours,80%,t,Entire home,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 bath,"['email', 'phone']",4.96,4.92,4.44,4.75,4.0,50,7,200,7,60
1342,within a day,16%,t,Entire rental unit,"New York, NY",f,f,t,1 bath,"['email', 'phone']",4.85,4.97,4.91,4.68,1.0,39,305,211,7,30
1343,DESCONOCIDO,67%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone']",4.8,4.96,4.76,4.8,4.0,25,125,329,5,1125
1344,DESCONOCIDO,94%,t,Entire rental unit,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.81,4.98,4.96,4.74,1.0,47,0,150,3,1125
1345,a few days or more,0%,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone']",4.81,4.98,5.0,4.77,2.0,52,70,321,3,30
1346,DESCONOCIDO,100%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,t,t,1 shared bath,"['email', 'phone']",4.81,4.9,4.9,4.75,1.0,253,0,94,1,1125
1347,within a day,100%,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,4.83,4.83,4.67,2.0,6,22,389,6,21
1348,within an hour,79%,t,Private room in rental unit,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1.5 shared baths,"['email', 'phone']",4.96,4.95,4.68,4.68,1.0,344,262,89,1,1125
1349,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.59,4.89,4.78,4.59,3.0,18,0,128,2,1125
1350,DESCONOCIDO,0%,f,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.91,1.0,11,123,175,12,18
1351,within a few hours,93%,t,Boat,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.94,4.99,4.98,4.83,1.0,83,18,148,3,1125
1352,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.87,5.0,5.0,4.73,2.0,30,0,270,4,1125
1353,within an hour,100%,t,Private room in bed and breakfast,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone', 'work_email']",5.0,4.99,4.84,4.8,1.0,117,218,195,2,120
1354,within an hour,29%,t,Entire home,"Amsterdam, Netherlands",f,f,t,2.5 baths,"['email', 'phone']",4.78,4.89,4.89,4.89,3.0,18,237,180,5,1125
1355,DESCONOCIDO,DESCONOCIDO,t,Entire home,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.94,4.94,4.89,4.68,1.0,55,0,236,2,5
1356,DESCONOCIDO,DESCONOCIDO,t,Entire townhouse,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.6,5.0,4.8,4.53,4.0,16,0,125,4,1125
1357,DESCONOCIDO,100%,t,Entire loft,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.96,4.96,4.65,4.42,1.0,28,17,126,3,17
1358,within an hour,96%,t,Private room in condo,"Amsterdam, Netherlands",DESCONOCIDO,f,t,1 private bath,"['email', 'phone']",4.96,5.0,4.89,4.86,1.0,218,121,143,3,1125
1359,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Sydney, Australia",f,f,t,1 bath,"['email', 'phone']",4.0,5.0,4.67,4.67,1.0,3,0,131,5,1125
1360,within an hour,99%,t,Room in aparthotel,"Amsterdam, Netherlands",t,t,t,1 bath,['phone'],4.8,4.9,4.8,4.6,1.0,0,364,243,28,99
1361,DESCONOCIDO,100%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.83,5.0,4.89,4.61,1.0,18,7,140,3,25
1362,within an hour,100%,t,Entire condo,"Amsterdam, Netherlands",t,f,t,1 bath,"['email', 'phone']",4.86,5.0,4.52,4.69,2.0,30,34,293,2,7
1363,DESCONOCIDO,DESCONOCIDO,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,4.25,4.75,1.0,11,0,95,3,1125
1364,DESCONOCIDO,100%,t,Entire home,Netherlands,f,f,t,2 baths,"['email', 'phone']",5.0,4.93,4.57,4.71,5.0,15,8,200,5,20
1365,within an hour,83%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,4,4,220,2,1125
1366,within an hour,57%,t,Entire rental unit,Netherlands,f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,4.75,1.0,4,99,194,3,30
1367,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.71,5.0,4.86,4.43,1.0,8,0,140,4,1125
1368,DESCONOCIDO,DESCONOCIDO,f,Entire loft,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.83,4.78,4.88,4.65,1.0,19,0,168,2,1124
1369,within a few hours,67%,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,2 baths,"['email', 'phone']",4.9,4.95,4.64,4.57,4.0,42,162,395,5,30
1370,DESCONOCIDO,100%,f,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1 bath,"['email', 'phone']",4.5,4.92,4.96,4.44,1.0,49,0,150,3,1125
1371,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",4.5,4.88,4.94,4.75,3.0,16,0,350,5,14
1372,within an hour,100%,t,Entire condo,"Amsterdam, Netherlands",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,4.5,5.0,1.0,2,8,250,4,18
