,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
21598,within an hour,98%,t,Private room in casa particular,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,314,480,1,365
21599,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.67,5.0,4.67,4.67,2.0,3,357,898,1,1125
21600,within an hour,98%,t,Private room in casa particular,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,85,971,1,365
21601,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,2 shared baths,"['email', 'phone']",3.75,4.5,4.63,4.0,1.0,8,361,216,1,365
21602,within an hour,100%,t,Private room in home,"Mexico City, Mexico",f,t,t,2 shared baths,"['email', 'phone']",4.0,4.67,4.67,4.0,1.0,3,347,197,1,365
21603,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,2 shared baths,"['email', 'phone']",4.67,5.0,4.67,5.0,1.0,3,362,197,1,365
21604,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,2 shared baths,"['email', 'phone']",3.75,4.75,5.0,4.5,1.0,4,364,197,1,365
21605,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,365,216,1,365
21606,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.0,5.0,5.0,4.67,5.0,3,356,3250,3,365
21607,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",5.0,4.89,5.0,4.89,2.0,9,326,1465,2,1125
21608,within an hour,100%,t,Entire condo,DESCONOCIDO,t,t,t,3 baths,"['email', 'phone']",5.0,5.0,4.62,4.77,4.0,13,158,973,2,365
21609,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 shared bath,"['email', 'phone']",3.0,3.0,4.0,4.0,1.0,1,311,645,1,1125
21610,DESCONOCIDO,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,888,1,365
21611,within an hour,100%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 shared bath,['phone'],3.5,5.0,5.0,4.5,1.0,4,76,220,3,28
21612,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,5,173,500,1,15
21613,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1.5 baths,"['email', 'phone']",5.0,5.0,4.6,5.0,1.0,5,356,1399,2,365
21614,within an hour,96%,t,Entire condo,Mexico,t,f,t,3 baths,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,362,2199,2,365
21615,within a few hours,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,364,999,1,15
21616,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.75,5.0,4.88,4.63,3.0,8,354,3468,1,365
21617,within an hour,100%,t,Entire rental unit,"New York, NY",t,t,t,1 bath,"['email', 'phone', 'work_email']",5.0,4.88,4.88,4.75,1.0,8,337,2456,1,365
21618,within a few hours,100%,t,Entire loft,Mexico,f,f,t,1 bath,"['email', 'phone']",4.6,4.6,5.0,4.8,1.0,5,89,1000,2,20
21619,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.0,4.8,4.75,4.2,1.0,5,363,657,1,1125
21620,within a few hours,50%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,87,395,3,60
21621,within an hour,100%,t,Entire rental unit,"Santiago de QuerÃ©taro, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,5.0,1,324,1800,1,40
21622,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,364,1049,1,10
21623,within a few hours,92%,t,Entire loft,DESCONOCIDO,t,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,79,990,2,15
21624,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",5.0,4.86,4.93,5.0,2.0,14,324,2526,1,365
21625,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,4.67,1.0,3,313,645,1,1125
21626,within an hour,100%,t,Shipping container,"Naucalpan de JuÃ¡rez, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,4.94,4.73,4.81,1.0,16,361,450,1,365
21627,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.75,5.0,4.88,4.88,1.0,8,350,612,1,1125
21628,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",5.0,4.8,4.8,4.6,3.0,5,248,1771,1,1125
21629,within an hour,80%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,362,2150,2,30
21630,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 private bath,['phone'],4.4,4.8,4.8,4.2,1.0,5,354,350,1,365
21631,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.82,4.88,4.94,4.88,2.0,17,353,565,2,365
21632,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,359,1649,1,1125
21633,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.67,4.67,4.83,4.5,1.0,6,347,645,1,1125
21634,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.92,4.92,4.85,4.85,2.0,13,178,3015,1,1125
21635,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.0,5.0,5.0,5.0,2.0,1,320,2650,3,60
21636,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",5.0,5.0,4.67,5.0,2.0,3,349,1604,2,365
21637,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,1,635,1,90
21638,within an hour,98%,t,Entire home,DESCONOCIDO,f,f,t,3.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,353,851,2,1125
21639,a few days or more,0%,t,Entire rental unit,"BogotÃ¡, Colombia",f,f,t,2 baths,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,3.0,0,364,1947,1,365
21640,within an hour,100%,t,Entire rental unit,"Los Angeles, CA",f,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.5,1.0,2,351,1006,3,365
21641,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,6,179,2947,1,1125
21642,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,8,318,1300,2,1125
21643,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,t,t,1 shared bath,"['email', 'phone', 'work_email']",4.69,4.94,4.88,4.69,1.0,16,343,780,1,1125
21644,within an hour,99%,t,Entire loft,Mexico,t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,4,59,1150,4,365
21645,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.0,4.5,4.5,3.5,1.0,2,358,521,1,1125
21646,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.5,5.0,5.0,5.0,1.0,2,324,609,1,1125
21647,within an hour,100%,t,Private room in condo,DESCONOCIDO,f,f,t,1.5 shared baths,['phone'],4.67,4.67,5.0,4.67,1.0,3,10,423,2,365
21648,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",1.5,3.5,4.0,3.5,1.0,2,341,839,1,1125
21649,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.33,4.67,5.0,5.0,1.0,3,364,454,1,1125
21650,within an hour,99%,t,Entire rental unit,Mexico,t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,2,80,1411,4,365
21651,within a few hours,67%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,278,3000,2,365
21652,within an hour,99%,t,Entire condo,Mexico,t,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,0,1400,3,365
21653,within a few hours,94%,t,Private room in home,DESCONOCIDO,f,t,t,1 shared bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,337,597,1,40
21654,DESCONOCIDO,DESCONOCIDO,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,364,1800,1,365
21655,within a few hours,100%,t,Entire condo,DESCONOCIDO,t,f,t,2 baths,['phone'],4.7,4.8,4.8,4.7,2.0,0,90,1300,2,365
21656,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,352,671,1,1125
21657,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,362,1990,3,365
21658,within a few hours,80%,t,Entire rental unit,DESCONOCIDO,f,f,t,2.5 baths,['phone'],5.0,5.0,5.0,5.0,6.0,3,86,2067,2,365
21659,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,33,1071,3,90
21660,within an hour,68%,t,Entire rental unit,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",4.83,5.0,4.67,4.67,3.0,6,343,1850,1,365
21661,within a few hours,91%,t,Private room in guesthouse,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,0,280,14,1125
21662,within an hour,92%,t,Private room in guesthouse,"Indianapolis, IN",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,164,1150,2,365
21663,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.75,4.25,4.75,4.5,2.0,4,338,645,1,1125
21664,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,5.0,3,228,2067,1,1125
21665,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.9,4.8,4.9,4.7,2.0,10,355,612,1,1125
21666,within an hour,92%,t,Private room in guesthouse,"Indianapolis, IN",f,t,t,3 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,1,359,2597,2,365
21667,within an hour,92%,t,Private room in guesthouse,"Indianapolis, IN",f,t,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,2,365,1350,2,365
21668,within an hour,75%,t,Private room in home,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.75,4.88,4.88,4.88,1.0,8,353,290,1,365
21669,within an hour,100%,t,Entire rental unit,"New York, NY",t,t,t,1 bath,"['email', 'phone', 'work_email']",4.2,4.8,5.0,4.4,1.0,5,359,1748,1,365
21670,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,342,645,1,1125
21671,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1.5 baths,['phone'],4.71,5.0,5.0,5.0,1.0,7,339,559,2,1125
21672,within an hour,68%,t,Entire rental unit,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,3.0,8,362,1604,1,365
21673,within an hour,96%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,['phone'],5.0,5.0,5.0,5.0,1.0,4,360,679,1,365
21674,within an hour,100%,t,Private room in home,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.8,5.0,5.0,4.6,1.0,5,337,636,1,1125
21675,within a few hours,91%,t,Entire home,"Mexico City, Mexico",f,f,t,3 baths,"['email', 'phone']",5.0,5.0,4.0,4.0,4.0,1,60,1403,3,1125
21676,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,355,207,1,365
21677,within an hour,83%,t,Entire rental unit,"Heroica Veracruz, Mexico",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,5.0,4.5,2.0,4,180,800,2,25
21678,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,2.0,0,364,1743,1,365
21679,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",5.0,4.4,4.4,4.8,1.0,5,333,645,1,1125
21680,within an hour,83%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,['phone'],5.0,5.0,5.0,5.0,2.0,1,362,199,4,1125
21681,within an hour,100%,t,Entire home,"Mexico City, Mexico",t,t,t,8.5 baths,"['email', 'phone']",4.9,5.0,5.0,5.0,7.0,10,333,7750,1,180
21682,within an hour,96%,t,Room in hotel,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,53,800,1,365
21683,within an hour,96%,t,Entire condo,Mexico,t,f,t,2 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,2.0,1,331,2118,2,1125
21684,within a day,67%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 shared baths,['phone'],5.0,5.0,5.0,5.0,1.0,1,241,310,1,365
21685,within an hour,100%,t,Private room in casa particular,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,332,400,1,365
21686,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.67,4.67,1.0,3,310,1100,2,365
21687,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.33,4.33,4.67,4.33,1.0,3,365,453,1,1125
21688,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.86,4.0,7,71,1499,2,28
21689,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,364,822,1,1125
21690,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,3 baths,"['email', 'phone']",4.75,5.0,4.75,4.75,6.0,8,170,2995,2,365
21691,within an hour,85%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.5,5.0,5.0,5.0,1.0,2,357,300,1,365
21692,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.2,4.2,4.8,4.0,2.0,5,358,3224,1,365
21693,within an hour,100%,t,Entire rental unit,"New York, NY",t,t,t,3 baths,"['email', 'phone', 'work_email']",4.75,5.0,5.0,4.5,3.0,4,334,4966,1,365
21694,within an hour,100%,f,Entire rental unit,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",4.86,4.86,5.0,4.86,3.0,7,350,1725,1,1125
21695,within an hour,96%,t,Entire rental unit,DESCONOCIDO,t,t,t,1.5 baths,"['email', 'phone']",5.0,5.0,4.8,4.8,2.0,5,348,604,1,365
21696,within an hour,100%,t,Entire home,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.83,1.0,12,346,800,1,365
21697,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,f,1.5 baths,['phone'],4.7,5.0,5.0,4.7,2.0,10,365,1500,1,1125
21698,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.67,5.0,2.0,3,332,540,5,100
21699,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,['phone'],4.4,4.8,5.0,4.6,1.0,5,355,350,1,365
21700,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,8,116,1351,1,90
21701,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,f,f,1 bath,['phone'],4.7,4.8,4.8,4.7,2.0,0,17,610,2,90
21702,within an hour,100%,f,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.0,4.5,5.0,3.5,1.0,2,365,1280,1,1125
21703,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,t,t,1 shared bath,"['email', 'phone', 'work_email']",4.86,5.0,5.0,5.0,1.0,7,340,794,2,1125
21704,within a few hours,100%,t,Private room in rental unit,"Tepexpan, Mexico",f,t,t,2 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,2.0,1,362,1811,3,1125
21705,within a few hours,75%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,347,590,2,1125
21706,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,f,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,4.0,11,326,1490,2,1125
21707,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",4.91,5.0,5.0,5.0,2.0,11,302,993,2,1125
21708,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.75,4.75,4.75,4.5,1.0,4,334,927,1,1125
21709,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,['phone'],5.0,5.0,5.0,5.0,2.0,1,48,1590,3,81
21710,within a few hours,89%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,['phone'],5.0,4.8,5.0,5.0,1.0,5,333,321,1,1125
21711,within an hour,75%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.0,5.0,4.0,4.0,1.0,1,361,2380,2,1125
21712,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.92,4.67,4.92,4.92,1.0,12,345,925,1,365
21713,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,1.0,0,217,550,1,60
21714,within an hour,97%,t,Private room in rental unit,"Mexico City, Mexico",t,t,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,361,187,2,365
21715,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,2 shared baths,"['email', 'phone']",4.6,5.0,5.0,4.8,3.0,5,33,340,1,365
21716,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.4,5.0,5.0,4.8,2.0,5,327,1300,1,1125
21717,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.0,2.0,3.0,2.0,1.0,1,350,936,1,1125
21718,within an hour,100%,t,Entire loft,DESCONOCIDO,t,t,t,1 bath,['phone'],5.0,5.0,4.2,5.0,1.0,5,288,540,1,365
21719,within an hour,98%,t,Private room in home,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,362,722,1,28
21720,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.75,5.0,4.75,3.75,1.0,4,365,699,1,1125
21721,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,1.0,1,350,870,3,1125
21722,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,364,2610,2,365
21723,within an hour,98%,t,Entire rental unit,"New York, NY",t,t,t,3 baths,['phone'],5.0,5.0,5.0,5.0,6.0,1,224,4629,1,365
21724,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone', 'work_email']",4.6,4.8,4.8,5.0,3.0,5,263,1700,3,365
21725,within an hour,86%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,5,328,350,1,14
21726,within a few hours,80%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,302,1700,7,1125
21727,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,4 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,10.0,3,331,6198,2,365
21728,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",3.67,3.67,4.0,3.67,2.0,3,354,923,1,1125
21729,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,364,1230,1,365
21730,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.6,4.8,4.5,4.3,1.0,10,342,995,1,1125
21731,within an hour,96%,t,Entire home,"CancÃºn, Mexico",f,t,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,2,365,349,1,65
21732,within an hour,100%,t,Entire home,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,89,1167,1,12
21733,within an hour,100%,t,Entire home,"Mexico City, Mexico",f,t,t,4 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,8.0,0,76,5700,2,365
21734,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.75,5.0,4.5,4.25,2.0,4,358,900,7,90
21735,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.17,4.83,4.83,4.5,3.0,6,349,1088,1,1125
21736,within an hour,98%,t,Private room in rental unit,"Mexico City, Mexico",t,t,t,1 shared bath,"['email', 'phone']",4.5,4.75,4.75,4.25,1.0,4,0,392,2,365
21737,within an hour,98%,t,Private room in home,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.0,4.0,5.0,4.0,1.0,1,362,719,1,1125
21738,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.5,5.0,4.5,5.0,1.0,2,354,475,1,365
21739,within a day,0%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,['phone'],4.7,4.8,4.8,4.7,2.0,0,32,700,1,365
21740,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.87,5.0,5.0,4.74,1.0,23,350,829,1,365
21741,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,4.0,5.0,2.0,1,322,750,1,1125
21742,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",3.0,5.0,4.5,3.0,1.0,2,365,878,1,1125
21743,within a few hours,89%,t,Private room in home,"Ixtapaluca, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.5,5.0,5.0,5.0,1.0,2,352,450,2,365
21744,DESCONOCIDO,DESCONOCIDO,t,Private room in home,"Boston, MA",f,f,t,2.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,8.0,0,365,817,1,10
21745,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",4.8,5.0,5.0,5.0,2.0,5,170,1771,2,1125
21746,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",3.0,5.0,5.0,2.0,1.0,1,364,420,2,365
21747,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.67,4.33,4.67,4.33,2.0,3,334,988,1,1125
21748,within a few hours,89%,t,Private room in home,"Ixtapaluca, Mexico",f,t,t,1 private bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,352,406,2,365
21749,within an hour,100%,t,Entire condo,DESCONOCIDO,f,f,t,2 baths,['phone'],4.8,5.0,5.0,5.0,3.0,5,138,2233,1,1125
21750,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,3.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,5.0,1,252,4391,1,120
21751,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,360,300,2,365
21752,within an hour,100%,t,Entire condo,DESCONOCIDO,f,t,t,2 baths,"['email', 'phone']",5.0,5.0,4.67,4.67,2.0,3,359,1300,1,30
21753,within an hour,100%,t,Private room in home,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,4,354,450,2,1125
21754,within an hour,60%,t,Entire rental unit,"CancÃºn, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.0,3.0,1,357,1498,1,365
21755,within a day,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,364,250,15,15
21756,within a few hours,50%,f,Entire rental unit,"RÃ­o FrÃ­o de JuÃ¡rez, Mexico",f,f,t,1 bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,365,849,1,365
21757,within an hour,100%,t,Entire rental unit,"Madrid, Spain",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,1,26,2100,3,365
21758,within an hour,100%,t,Private room in rental unit,DESCONOCIDO,f,f,t,1 shared bath,['phone'],4.7,4.8,4.8,4.7,1.0,0,364,543,1,1125
21759,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,['phone'],4.64,4.64,4.82,4.73,1.0,11,357,283,2,365
21760,within an hour,88%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,['phone'],5.0,5.0,5.0,5.0,2.0,3,175,3200,2,1125
