,host_response_time,host_acceptance_rate,host_identity_verified,property_type,host_location,host_is_superhost,instant_bookable,host_has_profile_pic,bathrooms_text,host_verifications,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,beds,number_of_reviews,availability_365,price,minimum_nights,maximum_nights
7690,within an hour,100%,t,Entire guest suite,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.42,4.84,4.63,4.74,2.0,19,0,450,3,1125
7691,a few days or more,0%,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,179,750,1,1125
7692,within an hour,0%,t,Private room in rental unit,"LeÃ³n, Mexico",f,f,t,1 private bath,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,122,780,1,1125
7693,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.94,4.94,5.0,4.94,4.0,32,360,789,3,120
7694,within a day,100%,f,Entire home,DESCONOCIDO,f,f,t,5.5 baths,['phone'],4.6,4.6,5.0,4.8,7.0,5,364,8365,1,1125
7695,within an hour,100%,t,Private room in condo,"Mexico City, Mexico",t,t,t,1 shared bath,"['email', 'phone']",4.93,4.93,5.0,4.89,1.0,28,302,306,1,1125
7696,DESCONOCIDO,DESCONOCIDO,t,Private room in guest suite,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.85,4.89,4.86,4.78,1.0,97,90,250,2,1125
7697,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.85,4.92,4.85,4.69,4.0,13,364,788,3,120
7698,DESCONOCIDO,DESCONOCIDO,t,Entire condo,DESCONOCIDO,f,f,t,2.5 baths,"['email', 'phone']",4.43,5.0,5.0,4.71,4.0,7,0,2200,2,365
7699,DESCONOCIDO,0%,f,Private room in rental unit,"Matamoros, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,89,588,1,1125
7700,within an hour,98%,t,Entire home,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.83,4.93,4.89,4.8,2.0,46,269,1171,2,30
7701,within a day,94%,t,Entire loft,"Cuernavaca, Mexico",t,f,t,1 bath,"['email', 'phone']",4.94,5.0,4.75,4.81,1.0,32,177,526,7,31
7702,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,2 baths,"['email', 'phone']",4.76,5.0,4.82,4.71,4.0,17,354,785,3,120
7703,within a few hours,100%,t,Private room in townhouse,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.0,3.88,3.88,4.13,1.0,8,332,250,1,1125
7704,within an hour,100%,t,Private room in condo,Mexico,f,f,t,1.5 shared baths,"['email', 'phone', 'work_email']",5.0,5.0,5.0,5.0,2.0,1,365,350,3,1125
7705,within an hour,DESCONOCIDO,t,Entire rental unit,"Cuernavaca, Mexico",f,f,t,2.5 baths,"['email', 'phone']",3.67,3.67,3.67,3.67,2.0,3,87,1800,2,1125
7706,within an hour,86%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,0,700,2,1125
7707,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.89,4.44,5.0,4.56,1.0,9,360,4264,2,1125
7708,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.79,4.88,4.96,4.73,1.0,178,349,2562,2,1125
7709,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.97,5.0,4.97,4.97,4.0,30,365,1540,2,1125
7710,within an hour,86%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,2,0,700,2,365
7711,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Miami, FL",f,f,t,1 bath,"['email', 'phone']",4.62,4.85,4.85,4.69,2.0,13,0,635,2,1125
7712,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.77,4.88,4.94,4.65,1.0,145,286,2983,2,1125
7713,within an hour,98%,t,Entire rental unit,"Ciudad de Mexico, Mexico",t,f,t,1 bath,['phone'],4.67,4.94,4.84,4.71,3.0,49,162,853,1,1125
7714,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",4.82,4.91,4.7,4.8,1.0,44,355,362,1,1125
7715,within an hour,100%,t,Private room in bed and breakfast,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",2.67,2.67,4.33,3.0,1.0,3,178,200,1,1125
7716,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",5.0,5.0,5.0,4.5,2.0,2,0,1400,3,28
7717,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.94,4.98,4.89,4.95,3.0,63,241,1050,1,1125
7718,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.79,4.92,5.0,4.86,2.0,76,268,2772,2,1125
7719,within a few hours,0%,t,Entire condo,DESCONOCIDO,f,f,t,2 baths,"['email', 'phone']",4.62,4.69,4.77,4.38,2.0,13,238,1500,3,90
7720,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,179,200,1,1125
7721,within an hour,100%,t,Private room in home,DESCONOCIDO,t,t,t,1 shared bath,"['email', 'phone']",4.5,4.89,4.75,4.75,1.0,28,205,205,1,365
7722,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.78,5.0,5.0,4.74,1.0,23,365,450,2,6
7723,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.92,4.91,5.0,4.8,2.0,64,110,2118,1,365
7724,within a day,87%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.85,4.69,5.0,5.0,4.0,13,295,820,30,1125
7725,within a day,80%,f,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.72,4.73,4.7,4.64,3.0,93,174,829,1,1125
7726,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.0,5.0,5.0,3.0,1.0,1,358,900,80,1125
7727,within an hour,96%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone', 'work_email']",4.86,5.0,4.98,4.88,1.0,42,117,1200,5,1125
7728,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Madrid, Spain",f,f,t,2 baths,"['email', 'phone']",5.0,4.33,5.0,5.0,2.0,6,0,1344,1,40
7729,within an hour,99%,t,Tiny home,"Mexico City, Mexico",f,f,t,1 bath,['phone'],4.96,4.92,4.92,4.88,1.0,25,364,823,5,30
7730,within an hour,100%,t,Entire condo,Mexico,f,f,t,2 baths,"['email', 'phone', 'work_email']",4.57,4.82,4.81,4.65,5.0,68,333,1220,2,1125
7731,DESCONOCIDO,DESCONOCIDO,t,Entire condo,"Temixco, Mexico",f,f,t,3 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,6.0,49,230,1367,2,30
7732,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.82,4.87,4.72,4.64,3.0,124,311,817,1,1125
7733,within an hour,99%,t,Room in hotel,Mexico,f,t,t,1 private bath,"['email', 'phone', 'work_email']",4.76,5.0,4.94,4.82,2.0,17,360,729,1,28
7734,a few days or more,33%,t,Private room in serviced apartment,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.86,4.57,5.0,4.86,2.0,7,363,635,2,100
7735,within an hour,98%,t,Entire condo,"MÃ©rida, Mexico",t,t,t,2.5 baths,"['email', 'phone', 'work_email']",4.9,4.99,4.99,4.95,3.0,91,338,2111,2,1125
7736,within an hour,89%,t,Entire serviced apartment,"Mexico City, Mexico",f,f,t,1 bath,['phone'],4.75,4.75,4.5,4.44,1.0,16,166,424,1,30
7737,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.93,4.87,4.76,4.86,1.0,176,334,780,1,1125
7738,within a few hours,100%,f,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.83,4.67,5.0,4.67,2.0,6,178,1006,2,1125
7739,DESCONOCIDO,DESCONOCIDO,t,Entire home,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.7,4.8,4.8,4.7,3.0,0,345,5000,2,1125
7740,within an hour,100%,t,Entire guest suite,Mexico,t,f,t,1 bath,"['email', 'phone']",4.95,4.98,4.9,4.92,1.0,61,345,527,2,1125
7741,within an hour,97%,t,Entire loft,Mexico,t,f,t,1 bath,"['email', 'phone']",4.89,4.96,4.87,4.81,1.0,79,361,841,2,1125
7742,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.45,4.86,4.31,4.37,3.0,49,152,557,3,60
7743,within an hour,100%,t,Entire rental unit,"Toluca, Mexico",f,f,t,1 bath,"['email', 'phone', 'work_email']",4.86,4.77,4.87,4.69,1.0,70,153,784,2,1125
7744,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.91,4.97,5.0,4.84,1.0,67,108,2195,1,365
7745,a few days or more,11%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.91,5.0,5.0,5.0,1.0,11,364,750,2,180
7746,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.9,4.95,4.74,4.76,1.0,145,74,1276,1,31
7747,DESCONOCIDO,100%,f,Private room in serviced apartment,"Mexico City, Mexico",f,t,t,1.5 shared baths,"['email', 'phone']",2.33,2.33,2.33,2.33,1.0,3,365,360,15,1125
7748,within an hour,50%,t,Entire home,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone', 'work_email']",5.0,5.0,4.8,5.0,6.0,10,0,2946,2,1125
7749,within an hour,98%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone', 'work_email']",4.85,4.91,4.91,4.94,1.0,47,142,867,1,1125
7750,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.74,4.94,5.0,4.87,5.0,47,350,1390,2,1125
7751,DESCONOCIDO,100%,t,Entire rental unit,"QuerÃ©taro, Mexico",f,f,t,2.5 baths,"['email', 'phone', 'work_email']",4.32,4.92,4.96,4.72,5.0,25,0,1490,7,365
7752,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.83,4.94,5.0,4.67,1.0,48,118,2107,1,365
7753,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.91,4.86,4.82,4.73,2.0,264,337,859,1,1125
7754,within a day,49%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone', 'work_email']",4.9,4.8,5.0,4.87,3.0,30,317,1900,2,30
7755,within a few hours,17%,t,Entire loft,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,6,149,1500,5,1125
7756,within an hour,90%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.62,4.72,5.0,4.59,1.0,29,210,2246,2,1125
7757,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.74,4.79,4.68,4.63,1.0,38,84,389,3,10
7758,within an hour,100%,t,Private room in home,Mexico,t,t,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,6,332,487,1,1125
7759,within an hour,66%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,4 baths,"['email', 'phone']",4.85,4.94,4.85,4.81,13.0,89,363,522,1,1125
7760,within an hour,100%,t,Entire rental unit,DESCONOCIDO,t,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,3,332,1541,1,365
7761,within an hour,100%,t,Entire rental unit,DESCONOCIDO,t,f,t,1 bath,"['email', 'phone']",4.97,4.97,4.94,4.79,2.0,33,315,1536,1,1000
7762,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.8,5.0,4.8,4.87,1.0,15,84,389,3,10
7763,within an hour,99%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,2 baths,"['email', 'phone']",4.66,4.75,4.91,4.46,3.0,85,320,724,1,1125
7764,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.86,4.78,4.84,4.71,1.0,214,360,428,1,60
7765,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone']",4.88,4.98,4.92,4.83,2.0,66,332,1671,2,1125
7766,within a day,100%,t,Private room in condo,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.94,4.94,5.0,4.89,1.0,36,149,327,2,1125
7767,within an hour,66%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,4 baths,"['email', 'phone']",4.94,4.84,4.78,4.89,9.0,80,358,464,1,1125
7768,within an hour,100%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,17,150,400,1,1125
7769,within an hour,100%,t,Entire condo,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone']",4.54,4.42,4.44,4.42,2.0,48,156,799,1,1125
7770,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.82,4.93,4.86,4.75,1.0,28,89,359,3,28
7771,within an hour,97%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.43,4.43,5.0,4.29,4.0,7,364,2636,1,7
7772,within an hour,97%,f,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.46,4.89,4.98,4.55,2.0,146,242,1500,1,1125
7773,within an hour,97%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",4.89,5.0,5.0,5.0,3.0,9,365,2879,1,7
7774,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.81,5.0,4.81,4.88,1.0,26,90,389,3,20
7775,within an hour,100%,t,Entire home,"Mexico City, Mexico",f,t,t,5.5 baths,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,7.0,0,347,8424,1,1125
7776,within an hour,93%,t,Private room in guesthouse,"Chihuahua, Mexico",t,f,t,1 private bath,"['email', 'phone']",4.88,5.0,4.97,4.94,2.0,34,43,389,2,30
7777,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,2 baths,"['email', 'phone', 'work_email']",4.9,4.92,4.97,4.91,3.0,86,270,1600,2,365
7778,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone', 'work_email']",4.53,4.76,4.71,4.62,2.0,142,350,784,2,1125
7779,DESCONOCIDO,100%,f,Private room in casa particular,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",5.0,4.0,5.0,4.0,1.0,1,365,650,3,365
7780,DESCONOCIDO,DESCONOCIDO,f,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,332,315,7,120
7781,DESCONOCIDO,DESCONOCIDO,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,1,0,1700,1,1125
7782,within an hour,90%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.84,4.95,5.0,4.74,2.0,19,363,1857,2,1125
7783,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.96,4.93,4.89,4.8,2.0,45,81,926,2,1125
7784,within an hour,100%,t,Private room in condo,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone', 'work_email']",5.0,5.0,4.95,5.0,1.0,22,209,429,2,1125
7785,DESCONOCIDO,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1.5 baths,['phone'],4.75,5.0,5.0,4.75,2.0,8,89,1180,5,1125
7786,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,4.75,4.75,3.0,4,0,1180,1,1125
7787,within a day,72%,f,Private room in home,"Mexico City, Mexico",f,f,t,1.5 shared baths,"['email', 'phone']",4.67,4.86,4.9,4.81,1.0,21,269,195,1,1125
7788,DESCONOCIDO,0%,f,Private room in rental unit,DESCONOCIDO,f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,90,900,1,3
7789,within an hour,100%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.76,4.9,4.49,4.56,2.0,41,363,499,1,1125
7790,a few days or more,33%,t,Entire rental unit,"Naucalpan, Mexico",f,f,t,2 baths,"['email', 'phone']",4.5,5.0,5.0,5.0,3.0,2,364,1600,3,1125
7791,within an hour,100%,t,Entire loft,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.86,4.94,4.95,4.82,2.0,66,137,1229,5,1125
7792,within an hour,100%,f,Private room in home,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",4.91,5.0,4.91,4.73,2.0,11,365,400,1,1125
7793,within an hour,97%,f,Private room in home,DESCONOCIDO,f,t,t,1 private bath,"['email', 'phone']",4.57,4.73,4.53,4.57,1.0,30,149,274,1,1125
7794,within an hour,100%,t,Entire rental unit,DESCONOCIDO,f,t,t,1 bath,"['email', 'phone', 'work_email']",4.89,4.87,4.96,4.87,2.0,46,153,1968,1,1125
7795,within a day,72%,t,Entire condo,Mexico,f,f,t,2 baths,"['email', 'phone']",4.96,5.0,5.0,4.91,2.0,23,333,1089,2,1125
7796,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.87,4.84,4.7,4.62,2.0,111,294,812,1,190
7797,within an hour,97%,f,Private room in home,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.92,4.94,4.89,4.89,1.0,83,148,272,1,7
7798,within an hour,97%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",4.76,4.97,4.78,4.81,2.0,116,334,719,3,60
7799,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",t,t,t,1.5 shared baths,"['email', 'phone']",4.93,4.96,4.84,4.96,2.0,55,65,300,1,15
7800,within an hour,100%,t,Entire condo,"Tampico, Mexico",f,f,t,1.5 baths,"['email', 'phone']",4.64,5.0,4.91,4.45,1.0,11,25,294,2,1125
7801,within a day,100%,t,Entire rental unit,"Ciudad LÃ³pez Mateos, Mexico",f,f,t,2 baths,['phone'],4.75,4.89,4.95,4.82,4.0,55,173,1500,3,10
7802,DESCONOCIDO,100%,f,Private room in casa particular,"Mexico City, Mexico",f,t,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,83,800,1,1125
7803,within a few hours,88%,f,Private room in home,DESCONOCIDO,f,f,t,1 private bath,['phone'],5.0,4.86,4.86,4.71,1.0,7,341,500,7,1125
7804,within a few hours,88%,f,Private room in home,DESCONOCIDO,f,f,t,1 shared bath,['phone'],5.0,4.83,5.0,5.0,1.0,6,272,450,7,1125
7805,within an hour,85%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",5.0,5.0,4.95,5.0,1.0,20,347,359,1,1125
7806,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.81,4.88,4.94,4.8,4.0,240,316,1390,1,1125
7807,DESCONOCIDO,100%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,4.95,4.97,2.0,59,0,1900,4,90
7808,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.88,4.87,4.93,4.75,3.0,76,73,1200,1,1125
7809,within an hour,100%,t,Entire condo,"Santiago de QuerÃ©taro, Mexico",f,t,t,2 baths,"['email', 'phone']",4.91,4.92,4.98,4.87,3.0,223,333,1229,1,1125
7810,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.87,4.84,4.82,4.65,1.0,159,352,806,1,1125
7811,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.9,4.82,4.9,4.84,2.0,154,87,850,1,1125
7812,within an hour,96%,t,Entire condo,"Mexico City, Mexico",f,t,t,3 baths,"['email', 'phone']",4.67,4.88,4.85,4.76,3.0,35,60,3607,2,1125
7813,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,f,t,1 bath,"['email', 'phone']",5.0,4.97,4.89,4.95,1.0,38,310,620,3,1125
7814,within a few hours,90%,t,Private room in condo,"Mexico City, Mexico",t,f,t,1 shared bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,11,335,687,1,1125
7815,within an hour,100%,t,Private room in home,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,1,362,250,7,1125
7816,within an hour,100%,t,Entire home,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.88,4.95,4.99,4.85,1.0,139,25,1890,2,30
7817,within an hour,99%,t,Room in boutique hotel,"Mexico City, Mexico",f,t,t,1 private bath,"['email', 'phone']",4.83,4.8,4.8,4.67,2.0,86,360,1287,1,300
7818,a few days or more,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone', 'work_email']",4.7,4.8,4.8,4.7,2.0,0,88,520,40,1125
7819,within an hour,100%,t,Entire condo,"Mexico City, Mexico",t,t,t,1 bath,"['email', 'phone']",4.96,4.96,4.7,4.83,1.0,23,364,843,2,365
7820,within an hour,99%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone']",4.76,4.97,4.91,4.85,1.0,34,87,507,3,28
7821,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.83,4.87,4.84,4.6,2.0,210,356,944,1,1125
7822,within an hour,100%,t,Entire rental unit,Mexico,t,f,t,2 baths,"['email', 'phone']",4.98,4.99,4.99,4.88,4.0,118,320,6026,2,1125
7823,within an hour,100%,t,Entire loft,"Santiago de QuerÃ©taro, Mexico",f,t,t,1 bath,"['email', 'phone']",4.87,4.89,4.76,4.66,2.0,131,299,861,1,1125
7824,DESCONOCIDO,0%,f,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,365,1600,1,1125
7825,DESCONOCIDO,DESCONOCIDO,t,Private room in loft,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,5.0,5.0,2.0,1,0,1362,30,60
7826,within an hour,99%,t,Private room in home,"Mexico City, Mexico",t,f,t,1 private bath,"['email', 'phone', 'work_email']",4.94,4.94,4.97,4.92,1.0,89,89,670,1,1125
7827,DESCONOCIDO,100%,f,Entire home,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",3.0,5.0,5.0,3.0,4.0,1,89,1700,1,1125
7828,DESCONOCIDO,100%,f,Entire home,"Mexico City, Mexico",f,f,t,2.5 baths,"['email', 'phone']",3.5,5.0,2.0,4.0,4.0,2,178,1990,1,30
7829,within an hour,100%,t,Entire condo,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",4.72,4.88,4.78,4.78,2.0,32,117,900,2,360
7830,within an hour,91%,t,Entire loft,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",4.87,4.92,4.94,4.78,2.0,124,347,850,1,1125
7831,within a day,0%,f,Entire home,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,4.9,4.0,32,2,2200,2,1125
7832,within an hour,88%,t,Entire home,"Budapest, Hungary",t,f,t,3.5 baths,"['email', 'phone']",4.93,4.98,4.98,4.73,3.0,56,268,7605,2,1125
7833,within an hour,50%,t,Private room in home,"Mexico City, Mexico",f,f,t,1 private bath,"['email', 'phone', 'work_email']",5.0,5.0,4.91,4.96,1.0,23,180,450,3,1125
7834,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,4 baths,"['email', 'phone']",5.0,5.0,5.0,4.5,4.0,8,225,8351,2,1125
7835,within a day,94%,t,Private room in rental unit,"Mexico City, Mexico",f,f,t,1 shared bath,"['email', 'phone', 'work_email']",4.55,4.82,4.73,4.82,1.0,11,170,210,2,30
7836,within an hour,94%,t,Entire rental unit,"Mexico City, Mexico",f,f,t,2 baths,"['email', 'phone']",5.0,5.0,4.96,4.87,4.0,23,154,1400,4,120
7837,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",t,f,t,1 bath,['phone'],5.0,5.0,5.0,4.96,1.0,25,332,4024,3,1125
7838,within an hour,100%,t,Entire rental unit,"Villahermosa, Mexico",f,t,t,2 baths,"['email', 'phone']",4.9,4.93,4.93,4.9,3.0,69,164,1054,2,1125
7839,a few days or more,100%,t,Shared room in rental unit,DESCONOCIDO,f,f,t,1 shared bath,"['email', 'phone']",4.7,4.8,4.8,4.7,1.0,0,178,236,2,1125
7840,within a day,91%,f,Entire rental unit,DESCONOCIDO,f,f,t,1 bath,"['email', 'phone']",4.67,4.59,4.85,4.41,2.0,27,356,799,2,30
7841,within an hour,100%,t,Entire rental unit,"Mexico City, Mexico",f,t,t,1 bath,"['email', 'phone']",4.9,4.99,4.99,4.86,1.0,102,56,557,2,30
7842,DESCONOCIDO,DESCONOCIDO,t,Entire rental unit,"Mexico City, Mexico",f,f,t,1 bath,"['email', 'phone']",5.0,5.0,5.0,5.0,1.0,3,0,1000,3,1125
7843,within an hour,100%,t,Entire condo,DESCONOCIDO,t,t,t,2 baths,['phone'],4.92,4.92,4.59,4.84,3.0,51,165,895,3,1125
